Name,Phone Number,Address,Skills,Email,Previous Work Experience,Projects,Education,Licenses and Certifications
Danielle Rogers,734-030-7486x866,"2538 James Unions Suite 122, Zavalahaven, NY 23982","ETL, Google Sheets, SPSS, Jupyter, Snowflake",davidberger@hotmail.com,Data Visualization Specialist at DataViz Ltd; Junior Analyst at ABC Corp; Machine Learning Intern at AI Labs; ETL Developer at FlowTech,Credit Risk Modeling; E-commerce Dashboard; Social Media Sentiment Analysis,"M.Tech in Data Analytics, 2016",Udacity Data Analyst Nanodegree; IBM Data Science Professional Certificate; Cloudera Certified Associate (CCA) Data Analyst
Billy Santana,001-837-682-2116x32045,"33267 Rodney Points Suite 861, Lake Courtney, UT 88963","NoSQL, RapidMiner, DataRobot, Data Wrangling, Google Analytics",aaronstanley@fischer-smith.biz,Data Intern at XYZ Ltd; ETL Developer at FlowTech; Research Assistant at University of Data,Healthcare Data Analysis; Churn Prediction,"MBA in Business Analytics, 2018",AWS Certified Data Analytics – Specialty
Adrian Guzman,+1-592-342-6218x26093,"31960 Jennifer Locks Suite 995, Thomasborough, UT 77941","Data Mining, Snowflake, Power BI, SPSS, Looker",nicole79@gmail.com,SQL Developer at DBMasters; Business Analyst at QRS Inc,Healthcare Data Analysis; Marketing Campaign Analysis; Credit Risk Modeling,"B.Sc. in Statistics, 2020",DataCamp Data Scientist; Microsoft Certified: Data Analyst Associate; IBM Data Science Professional Certificate
Alejandra Johnson,001-962-794-5208x074,"368 Young Freeway, Lake Ericview, OK 59131","Flask, Amazon QuickSight, Jupyter, A/B Testing, Keras",kelly62@arnold-clark.com,Research Assistant at University of Data; BI Developer at InsightWorks,E-commerce Dashboard; Real-time Data Pipeline; Credit Risk Modeling,"B.Sc. in Statistics, 2016; B.Sc. in Statistics, 2023",Microsoft Certified: Data Analyst Associate; IBM Data Science Professional Certificate
Margaret Caldwell,+1-329-173-1381x8227,"223 Cannon Rest Suite 765, New Jennifer, SD 66515","SAS, Google Data Studio, TensorFlow, Hadoop, R",michael59@yahoo.com,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd; BI Developer at InsightWorks,E-commerce Dashboard; Social Media Sentiment Analysis; Marketing Campaign Analysis,"M.Tech in Data Analytics, 2021; MBA in Business Analytics, 2019",Cloudera Certified Associate (CCA) Data Analyst
Maria Hess,001-670-062-6283x1414,"6479 Sutton Curve Suite 099, Lake Nicole, ME 55019","Google Sheets, Business Intelligence, ETL, R, Data Modelling",derrickholmes@gmail.com,Research Assistant at University of Data; Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd,Customer Segmentation; Credit Risk Modeling; Marketing Campaign Analysis,"M.Tech in Data Analytics, 2017",Microsoft Certified: Data Analyst Associate; Google Data Analytics Certificate; Tableau Desktop Specialist
Caitlin Williams,(676)051-0548x5037,"USNV Gibson, FPO AP 63858","Hadoop, Data Visualization, TensorFlow, AWS Redshift, Data Modelling",billyhouse@herrera.net,BI Developer at InsightWorks; Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd; Data Intern at XYZ Ltd,Real-time Data Pipeline; Customer Segmentation; Fraud Detection System,"B.Tech in Information Technology, 2018",Google Data Analytics Certificate
Lauren Murphy,+1-958-156-5312x95266,"5335 Johnson Shore Apt. 937, Garciaside, MS 14156","Pandas, Data Wrangling, Data Modelling, DataRobot, Qlik",kellyamy@wright-cook.org,Business Analyst at QRS Inc; Freelance Data Consultant; Data Visualization Specialist at DataViz Ltd; ETL Developer at FlowTech,Social Media Sentiment Analysis; Marketing Campaign Analysis; Credit Risk Modeling,"MBA in Business Analytics, 2021",Cloudera Certified Associate (CCA) Data Analyst; Udacity Data Analyst Nanodegree
Erin Owen,(374)141-6222x30258,"5346 Young Lakes, Sabrinamouth, NV 74322","NumPy, D3.js, SQL, Business Intelligence, A/B Testing",carterpatrick@yahoo.com,Machine Learning Intern at AI Labs; SQL Developer at DBMasters; Freelance Data Consultant,Churn Prediction; Sales Forecasting; Credit Risk Modeling,"B.Sc. in Statistics, 2017; M.Tech in Data Analytics, 2016",Udacity Data Analyst Nanodegree; Tableau Desktop Specialist
Kelly Owens,(912)212-6248x12569,"3918 Kramer Flats Apt. 261, New Kathleenview, DC 79810","Tableau, RapidMiner, Hadoop, Amazon QuickSight, SQL",alvin55@yahoo.com,Data Visualization Specialist at DataViz Ltd; Business Analyst at QRS Inc; Freelance Data Consultant; ETL Developer at FlowTech,Churn Prediction; Healthcare Data Analysis,"M.Sc. in Statistics, 2016; B.Sc. in Mathematics, 2017",Google Data Analytics Certificate; Cloudera Certified Associate (CCA) Data Analyst; Certified Analytics Professional (CAP)
Todd Gordon,001-950-126-3817x126,"631 Gloria Tunnel, Kennethside, AR 10719","R, RapidMiner, SQL, Deep Learning, DataRobot",zpatterson@sanchez-kim.net,BI Developer at InsightWorks; Data Visualization Specialist at DataViz Ltd; Business Analyst at QRS Inc,Healthcare Data Analysis; Churn Prediction; Sales Forecasting,"B.Sc. in Mathematics, 2016; MBA in Business Analytics, 2020",Google Data Analytics Certificate; Microsoft Certified: Data Analyst Associate; SAS Certified Data Scientist
Kelly Duarte,(619)749-1404,"640 Daniel Orchard Suite 508, Mariaburgh, TX 89678","Keras, Exploratory Data Analysis, Looker, Hadoop, RapidMiner",wilsonmichelle@yahoo.com,Data Visualization Specialist at DataViz Ltd; Research Assistant at University of Data; BI Developer at InsightWorks,Healthcare Data Analysis; Fraud Detection System; Credit Risk Modeling,"B.Sc. in Statistics, 2018; M.Sc. in Data Science, 2020",Microsoft Certified: Data Analyst Associate
Christopher Marquez,149-705-5882,"84176 Katrina Ports Suite 184, Charleshaven, NY 46235","Apache Airflow, Exploratory Data Analysis, Excel, Hadoop, Jupyter",grahamjohn@gmail.com,Junior Analyst at ABC Corp; Data Intern at XYZ Ltd,E-commerce Dashboard; Real-time Data Pipeline,"M.Sc. in Data Science, 2018; B.Sc. in Statistics, 2015",SAS Certified Data Scientist
Crystal Sanders,962-708-7155x5891,"3474 Wilson Plaza Apt. 810, Hillshire, GA 36414","Data Mining, SPSS, Google Sheets, Google Analytics, AWS Redshift",robinsonbill@hotmail.com,Junior Analyst at ABC Corp; Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters,E-commerce Dashboard; Churn Prediction; Sales Forecasting,"B.Sc. in Statistics, 2019",Certified Analytics Professional (CAP); Tableau Desktop Specialist
Robert Berger,110-347-3701x16227,"4268 Dawn Valley Apt. 866, Berryborough, NE 49110","Jupyter, A/B Testing, Data Governance, Python, Google Data Studio",chelseagoodwin@martin-trujillo.com,SQL Developer at DBMasters; ETL Developer at FlowTech,Customer Segmentation; Sales Forecasting,"M.Tech in Data Analytics, 2021",Certified Analytics Professional (CAP); Google Data Analytics Certificate
Karen Bullock,687.456.6782x3341,"143 Gilbert Course Apt. 627, Stephenville, IN 32128","BigQuery, Data Governance, MATLAB, Jupyter, Time Series Analysis",medinabrianna@gmail.com,BI Developer at InsightWorks; Junior Analyst at ABC Corp,Social Media Sentiment Analysis; E-commerce Dashboard,"B.Tech in Information Technology, 2019",Udacity Data Analyst Nanodegree
Natalie Fowler,587-118-4329,"8089 Leonard Stravenue, North Kenneth, KS 67766","Looker, Machine Learning, Data Cleaning, DataRobot, Pandas",khall@gmail.com,Business Analyst at QRS Inc; Junior Analyst at ABC Corp; SQL Developer at DBMasters,Fraud Detection System; Customer Segmentation; Real-time Data Pipeline,"B.Sc. in Computer Science, 2015; B.Sc. in Computer Science, 2018",Udacity Data Analyst Nanodegree; Cloudera Certified Associate (CCA) Data Analyst
Maria Wright,+1-022-414-6858x04548,"025 Williams Locks Apt. 567, Mariaburgh, IA 91879","Data Mining, Seaborn, Exploratory Data Analysis, RapidMiner, SQL",leezachary@crane.net,SQL Developer at DBMasters; Business Analyst at QRS Inc,E-commerce Dashboard; Real-time Data Pipeline; Customer Segmentation,"MBA in Business Analytics, 2020",AWS Certified Data Analytics – Specialty; DataCamp Data Scientist; SAS Certified Data Scientist
Mallory Marsh,+1-642-315-1744,"30768 Gomez Shoal, Port Brandonstad, PA 67425","ETL, Data Wrangling, Kibana, Dash, BigQuery",spencergary@hotmail.com,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd; Junior Analyst at ABC Corp,Fraud Detection System; Marketing Campaign Analysis,"B.Sc. in Mathematics, 2023; MBA in Business Analytics, 2015",Cloudera Certified Associate (CCA) Data Analyst; DataCamp Data Scientist; SAS Certified Data Scientist
Thomas Mays,607.647.1252x32862,"1645 Henry Rapids Suite 406, Cynthiaton, ID 98276","Google Analytics, Hadoop, Amazon QuickSight, AWS Redshift, MATLAB",thompsonariana@hughes.com,Data Visualization Specialist at DataViz Ltd; BI Developer at InsightWorks; Business Analyst at QRS Inc,Social Media Sentiment Analysis; Sales Forecasting; Credit Risk Modeling,"M.Tech in Data Analytics, 2021; M.Tech in Data Analytics, 2016",AWS Certified Data Analytics – Specialty
Nathan Perez,(679)520-4829,"Unit 5450 Box 7619, DPO AE 81658","Hadoop, A/B Testing, Data Wrangling, Google Data Studio, RapidMiner",wheeleralyssa@mcdonald-morrison.net,Machine Learning Intern at AI Labs; Junior Analyst at ABC Corp,Sales Forecasting; Credit Risk Modeling,"M.Sc. in Data Science, 2021; B.Sc. in Computer Science, 2021",DataCamp Data Scientist
Susan Anderson,+1-952-738-6923x32901,"20593 Jackson Glens Suite 773, Lake Brandon, HI 63901","Statistics, Data Governance, Matplotlib, Deep Learning, BigQuery",brandon60@gmail.com,Research Assistant at University of Data; Freelance Data Consultant,Real-time Data Pipeline; Customer Segmentation,"M.Sc. in Statistics, 2015; M.Sc. in Statistics, 2020",Google Data Analytics Certificate; Udacity Data Analyst Nanodegree; SAS Certified Data Scientist
Matthew Wade,229.354.4999,"1974 Joseph Harbors, Port Shawnton, SD 75418","RapidMiner, Data Modelling, Keras, SQL, Time Series Analysis",perry72@yahoo.com,BI Developer at InsightWorks; Data Visualization Specialist at DataViz Ltd; ETL Developer at FlowTech,E-commerce Dashboard; Social Media Sentiment Analysis; Real-time Data Pipeline,"B.Sc. in Mathematics, 2020; MBA in Business Analytics, 2021",Microsoft Certified: Data Analyst Associate
John Guerrero,243-925-3520x341,"9360 Thomas Spur Apt. 861, Elliottland, OH 94765","Seaborn, AWS Redshift, Matplotlib, Data Governance, RapidMiner",ygarcia@hotmail.com,Business Analyst at QRS Inc; Freelance Data Consultant,Social Media Sentiment Analysis; Fraud Detection System; Healthcare Data Analysis,"M.Sc. in Statistics, 2015; M.Sc. in Statistics, 2016",Microsoft Certified: Data Analyst Associate
Charles Chang,001-903-364-2543x7614,"236 Shea Heights, East Elizabethview, NC 65964","Time Series Analysis, Data Mining, Kibana, Looker, A/B Testing",murphymichelle@kidd-harris.net,BI Developer at InsightWorks; Freelance Data Consultant; Data Visualization Specialist at DataViz Ltd; Machine Learning Intern at AI Labs,Customer Segmentation; Healthcare Data Analysis,"B.Sc. in Statistics, 2019",AWS Certified Data Analytics – Specialty; Certified Analytics Professional (CAP)
Kevin Walsh,(452)413-0910x68924,"60394 Michael Center Apt. 119, Port Ana, PA 62658","ETL, Time Series Analysis, Apache Airflow, Data Visualization, Deep Learning",kanegina@bradford-wood.net,Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters; Business Analyst at QRS Inc; Machine Learning Intern at AI Labs,Fraud Detection System; Credit Risk Modeling; Healthcare Data Analysis,"B.Tech in Computer Science, 2023",DataCamp Data Scientist; Cloudera Certified Associate (CCA) Data Analyst; Tableau Desktop Specialist
Stephanie Murphy,572-549-8559,"198 Jeffrey Mountains Suite 285, Davidhaven, NC 27533","NLP, Qlik, Matplotlib, Seaborn, Deep Learning",adam36@hernandez.com,Business Analyst at QRS Inc; BI Developer at InsightWorks; ETL Developer at FlowTech,Healthcare Data Analysis; Social Media Sentiment Analysis; Marketing Campaign Analysis,"M.Sc. in Data Science, 2023",Udacity Data Analyst Nanodegree; Tableau Desktop Specialist
Stacy Avery,001-547-616-0558,"88629 Katie Well Apt. 122, Burtonshire, NC 59958","Jupyter, SPSS, Apache Airflow, Business Intelligence, MATLAB",carriemartinez@murray-booker.info,ETL Developer at FlowTech; Freelance Data Consultant,Social Media Sentiment Analysis; Credit Risk Modeling,"B.Sc. in Mathematics, 2019; M.Tech in Data Analytics, 2022",Certified Analytics Professional (CAP); AWS Certified Data Analytics – Specialty
Susan Mason,556-129-3206,"7499 Ian Rue, Rachelside, MN 09741","Statistics, Spark, ETL, Amazon QuickSight, R",lcoleman@novak-page.com,BI Developer at InsightWorks; Junior Analyst at ABC Corp; Research Assistant at University of Data; SQL Developer at DBMasters,E-commerce Dashboard; Marketing Campaign Analysis,"B.Tech in Computer Science, 2023; M.Sc. in Statistics, 2015",Cloudera Certified Associate (CCA) Data Analyst; SAS Certified Data Scientist; Certified Analytics Professional (CAP)
David Dawson,+1-738-762-8046,"776 Lauren Ranch Apt. 196, Port Daniel, VA 23321","R, SQL, TensorFlow, Spark, Qlik",sanchezstephanie@gmail.com,Freelance Data Consultant; ETL Developer at FlowTech; Research Assistant at University of Data; Data Intern at XYZ Ltd,Marketing Campaign Analysis; Real-time Data Pipeline; E-commerce Dashboard,"B.Tech in Information Technology, 2016; M.Sc. in Statistics, 2018",IBM Data Science Professional Certificate
Danielle Reynolds,(895)616-3572,"9474 Knight Field Apt. 575, East Joshuaburgh, ND 10924","Looker, Hadoop, Machine Learning, Time Series Analysis, Data Modelling",williamclark@roberson-hammond.com,Research Assistant at University of Data; SQL Developer at DBMasters; Machine Learning Intern at AI Labs; Junior Analyst at ABC Corp,Sales Forecasting; Churn Prediction; Social Media Sentiment Analysis,"B.Sc. in Statistics, 2023; B.Tech in Information Technology, 2023",Certified Analytics Professional (CAP)
Patrick Green,+1-042-235-8839x302,"9916 Annette Mews, East Catherine, LA 17223","Data Cleaning, Snowflake, Exploratory Data Analysis, Power BI, Data Governance",sarah07@miller.com,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd,Sales Forecasting; Social Media Sentiment Analysis; E-commerce Dashboard,"B.Sc. in Statistics, 2018",SAS Certified Data Scientist
Sharon Holt,(064)568-6927,"649 Dawn Courts Apt. 362, Stevensonton, NY 94989","NumPy, Hadoop, Data Visualization, Jupyter, A/B Testing",james81@charles.com,BI Developer at InsightWorks; Research Assistant at University of Data; ETL Developer at FlowTech,Social Media Sentiment Analysis; Healthcare Data Analysis,"B.Tech in Information Technology, 2023; B.Tech in Computer Science, 2023",Udacity Data Analyst Nanodegree; Microsoft Certified: Data Analyst Associate
Jennifer Bernard,396.194.3807x590,"62852 Jimmy Hollow, East Patricia, UT 45880","Looker, Machine Learning, AWS Redshift, Data Wrangling, TensorFlow",christopher40@cabrera-burke.com,BI Developer at InsightWorks; SQL Developer at DBMasters,Fraud Detection System; Marketing Campaign Analysis,"B.Sc. in Computer Science, 2021; M.Sc. in Data Science, 2020",Google Data Analytics Certificate
Anna Hernandez,(045)890-1366,"53761 Harper Flat, East Codystad, NE 66848","Data Modelling, Hadoop, R, D3.js, Keras",rblankenship@yahoo.com,Freelance Data Consultant; Research Assistant at University of Data; SQL Developer at DBMasters,Fraud Detection System; Sales Forecasting; Credit Risk Modeling,"M.Sc. in Statistics, 2023; B.Tech in Computer Science, 2015",Google Data Analytics Certificate
Mary Pham MD,091.982.1594,"PSC 4753, Box 4366, APO AP 17032","Data Wrangling, Dash, BigQuery, Excel, Data Modelling",rosemelissa@stewart.org,Data Intern at XYZ Ltd; Business Analyst at QRS Inc; Research Assistant at University of Data,Real-time Data Pipeline; Fraud Detection System; Customer Segmentation,"B.Tech in Information Technology, 2018; M.Sc. in Data Science, 2023",Tableau Desktop Specialist
Jared Hart PhD,3330215944,"USCGC Ortega, FPO AA 50890","Amazon QuickSight, Google Data Studio, Jupyter, Qlik, SQL",cjohnson@vega.biz,Research Assistant at University of Data; Business Analyst at QRS Inc; SQL Developer at DBMasters,Healthcare Data Analysis; Churn Prediction; Customer Segmentation,"M.Sc. in Statistics, 2022",Microsoft Certified: Data Analyst Associate
Dawn Jensen,000-030-0016x4507,"97833 Brown Villages Suite 537, Henryland, MO 76223","NLP, Google Sheets, D3.js, Data Modelling, NumPy",calderonshawn@hotmail.com,Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters,Churn Prediction; Credit Risk Modeling,"M.Sc. in Statistics, 2016",Microsoft Certified: Data Analyst Associate; Google Data Analytics Certificate
